filename,width,height,class,xmin,ymin,xmax,ymax
850.jpg,520,520,left_foot,84,468,233,243
850.jpg,520,520,right_foot,252,466,369,246
1944.jpg,520,520,left_foot,149,410,245,226
1944.jpg,520,520,right_foot,243,427,364,252
851.jpg,520,520,left_foot,89,470,220,177
851.jpg,520,520,right_foot,285,469,408,165
1308.jpg,520,520,left_foot,281,501,429,92
1309.jpg,520,520,left_foot,158,377,314,244
918.jpg,520,520,left_foot,253,448,386,30
1945.jpg,520,520,left_foot,120,393,194,221
1945.jpg,520,520,right_foot,250,384,388,263
1946.jpg,520,520,left_foot,152,497,416,21
3000.jpg,520,520,left_foot,11,501,221,96
3000.jpg,520,520,right_foot,275,501,501,73
1310.jpg,520,520,left_foot,157,297,283,99
1310.jpg,520,520,right_foot,300,290,419,83
1311.jpg,520,520,left_foot,206,468,390,103
853.jpg,520,520,right_foot,156,501,306,50
2038.jpg,520,520,left_foot,213,430,338,132
2038.jpg,520,520,right_foot,316,476,412,123
920.jpg,520,520,right_foot,210,501,356,23
2039.jpg,520,520,left_foot,237,475,336,123
1312.jpg,520,520,left_foot,258,334,374,223
1313.jpg,520,520,left_foot,187,328,316,37
1366.jpg,520,520,right_foot,123,347,240,163
834.jpg,520,520,left_foot,93,216,314,107
834.jpg,520,520,right_foot,93,339,312,234
3001.jpg,520,520,right_foot,105,501,325,51
1314.jpg,520,520,right_foot,117,279,248,192
921.jpg,520,520,right_foot,226,470,334,146
1947.jpg,520,520,left_foot,70,464,301,241
1947.jpg,520,520,right_foot,295,463,454,289
835.jpg,520,520,left_foot,124,418,256,93
835.jpg,520,520,right_foot,260,408,392,80
2099.jpg,520,520,left_foot,76,332,218,132
2099.jpg,520,520,right_foot,242,338,355,123
2100.jpg,520,520,right_foot,278,402,368,330
2740.jpg,520,520,left_foot,346,374,451,77
1948.jpg,520,520,left_foot,86,409,264,236
923.jpg,520,520,left_foot,147,307,249,78
923.jpg,520,520,right_foot,283,413,424,204
1315.jpg,520,520,right_foot,25,445,184,71
1316.jpg,520,520,left_foot,159,414,356,282
857.jpg,520,520,right_foot,117,493,276,31
2040.jpg,520,520,left_foot,146,479,268,186
2040.jpg,520,520,right_foot,270,501,382,201
2669.jpg,520,520,right_foot,17,388,154,142
1949.jpg,520,520,left_foot,243,470,400,55
1950.jpg,520,520,left_foot,153,304,313,97
925.jpg,520,520,left_foot,215,340,265,237
925.jpg,520,520,right_foot,338,335,388,238
5695.jpg,520,520,left_foot,85,418,279,60
5695.jpg,520,520,right_foot,273,468,436,54
858.jpg,520,520,left_foot,185,501,356,67
859.jpg,520,520,left_foot,122,501,416,45
927.jpg,520,520,right_foot,187,386,294,170
1951.jpg,520,520,left_foot,142,410,247,142
1951.jpg,520,520,right_foot,277,403,379,154
928.jpg,520,520,left_foot,229,301,328,183
928.jpg,520,520,right_foot,158,297,231,166
1952.jpg,520,520,left_foot,274,448,406,58
3002.jpg,520,520,left_foot,234,473,438,101
860.jpg,520,520,right_foot,236,501,419,11
861.jpg,520,520,left_foot,121,386,246,208
861.jpg,520,520,right_foot,264,436,345,234
929.jpg,520,520,right_foot,95,457,238,81
930.jpg,520,520,right_foot,211,440,341,143
1953.jpg,520,520,left_foot,186,446,283,269
1953.jpg,520,520,right_foot,280,459,347,257
931.jpg,520,520,left_foot,232,459,395,196
2741.jpg,520,520,right_foot,88,353,286,41
862.jpg,520,520,left_foot,105,482,195,281
862.jpg,520,520,right_foot,269,438,374,248
863.jpg,520,520,right_foot,209,405,313,321
932.jpg,520,520,left_foot,97,363,173,306
932.jpg,520,520,right_foot,128,406,204,339
2742.jpg,520,520,left_foot,112,501,408,11
933.jpg,520,520,right_foot,135,471,294,300
934.jpg,520,520,left_foot,44,418,501,81
935.jpg,520,520,right_foot,213,476,325,249
1319.jpg,520,520,left_foot,116,347,261,190
864.jpg,520,520,left_foot,169,391,222,277
864.jpg,520,520,right_foot,260,405,321,286
1955.jpg,520,520,left_foot,56,494,255,111
1955.jpg,520,520,right_foot,276,501,481,122
1956.jpg,520,520,left_foot,314,501,427,11
936.jpg,520,520,right_foot,71,353,293,44
937.jpg,520,520,right_foot,97,501,321,40
938.jpg,520,520,right_foot,94,501,254,98
1807.jpg,520,520,left_foot,200,495,282,278
1807.jpg,520,520,right_foot,292,407,382,185
2743.jpg,520,520,right_foot,160,501,424,13
939.jpg,520,520,right_foot,170,443,360,42
1957.jpg,520,520,left_foot,20,421,344,233
1957.jpg,520,520,right_foot,225,273,501,11
940.jpg,520,520,right_foot,126,280,231,56
1958.jpg,520,520,right_foot,153,418,310,43
941.jpg,520,520,right_foot,79,489,316,228
1508.jpg,520,520,left_foot,170,501,321,326
943.jpg,520,520,left_foot,224,436,325,214
3296.jpg,520,520,left_foot,52,409,246,49
3296.jpg,520,520,right_foot,282,421,465,61
1960.jpg,520,520,right_foot,171,434,306,70
944.jpg,520,520,left_foot,126,391,219,157
944.jpg,520,520,right_foot,309,394,421,173
1961.jpg,520,520,left_foot,247,501,344,22
1808.jpg,520,520,left_foot,342,455,451,108
1469.jpg,520,520,left_foot,85,331,181,196
1469.jpg,520,520,right_foot,300,364,384,206
945.jpg,520,520,left_foot,109,501,301,186
1962.jpg,520,520,right_foot,230,389,354,248
946.jpg,520,520,left_foot,234,499,448,90
2041.jpg,520,520,left_foot,67,455,188,141
2041.jpg,520,520,right_foot,240,478,374,154
839.jpg,520,520,left_foot,98,449,239,250
839.jpg,520,520,right_foot,240,403,429,225
947.jpg,520,520,left_foot,55,244,268,132
947.jpg,520,520,right_foot,74,346,263,248
1963.jpg,520,520,left_foot,166,501,239,316
1963.jpg,520,520,right_foot,283,501,353,315
2042.jpg,520,520,left_foot,128,501,271,206
2042.jpg,520,520,right_foot,276,501,422,225
2043.jpg,520,520,left_foot,102,501,338,236
948.jpg,520,520,left_foot,152,410,297,11
1832.jpg,520,520,left_foot,106,501,259,190
1832.jpg,520,520,right_foot,255,501,423,235
1367.jpg,520,520,left_foot,211,146,451,52
1367.jpg,520,520,right_foot,79,330,308,207
1368.jpg,520,520,right_foot,216,501,337,155
949.jpg,520,520,left_foot,95,255,355,136
949.jpg,520,520,right_foot,78,407,373,306
1032.jpg,520,520,right_foot,212,402,307,181
2044.jpg,520,520,left_foot,82,479,239,257
2044.jpg,520,520,right_foot,320,488,436,245
950.jpg,520,520,right_foot,144,408,306,271
1510.jpg,520,520,left_foot,136,414,242,209
1510.jpg,520,520,right_foot,245,397,348,192
1369.jpg,520,520,left_foot,201,468,360,11
840.jpg,520,520,left_foot,120,478,263,163
840.jpg,520,520,right_foot,257,456,374,157
2045.jpg,520,520,left_foot,153,464,334,21
951.jpg,520,520,left_foot,280,291,373,202
952.jpg,520,520,right_foot,160,294,297,192
1886.jpg,520,520,left_foot,191,501,328,176
205.jpg,520,520,right_foot,213,501,344,182
1460.jpg,520,520,right_foot,277,376,328,245
203.jpg,520,520,right_foot,126,501,304,79
1370.jpg,520,520,left_foot,148,405,246,159
1370.jpg,520,520,right_foot,256,397,351,138
1965.jpg,520,520,right_foot,66,400,304,82
2046.jpg,520,520,left_foot,145,501,233,221
2046.jpg,520,520,right_foot,285,501,384,227
953.jpg,520,520,left_foot,178,501,385,11
3320.jpg,520,520,right_foot,47,437,218,15
204.jpg,520,520,left_foot,266,307,440,132
1461.jpg,520,520,left_foot,141,469,266,93
1461.jpg,520,520,right_foot,272,501,396,107
842.jpg,520,520,right_foot,199,335,245,226
2047.jpg,520,520,left_foot,164,370,243,158
2047.jpg,520,520,right_foot,272,374,353,151
1033.jpg,520,520,left_foot,75,501,219,103
1033.jpg,520,520,right_foot,287,501,435,104
1967.jpg,520,520,left_foot,213,336,294,205
211.jpg,520,520,right_foot,216,501,363,91
212.jpg,520,520,left_foot,105,450,274,212
212.jpg,520,520,right_foot,284,446,453,190
214.jpg,520,520,left_foot,128,326,296,169
214.jpg,520,520,right_foot,268,497,368,273
2049.jpg,520,520,left_foot,186,431,353,60
1034.jpg,520,520,right_foot,114,480,299,30
1602.jpg,520,520,left_foot,108,248,345,168
1602.jpg,520,520,right_foot,105,362,286,255
1371.jpg,520,520,left_foot,113,319,168,132
1371.jpg,520,520,right_foot,230,396,291,240
1968.jpg,520,520,left_foot,176,494,311,145
283.jpg,520,520,left_foot,163,431,259,174
1466.jpg,520,520,left_foot,56,501,219,90
1466.jpg,520,520,right_foot,270,501,418,93
955.jpg,520,520,left_foot,139,396,216,274
955.jpg,520,520,right_foot,284,405,366,278
5696.jpg,520,520,left_foot,273,467,440,156
217.jpg,520,520,right_foot,143,501,329,11
1833.jpg,520,520,left_foot,217,469,402,35
1969.jpg,520,520,left_foot,227,442,324,181
284.jpg,520,520,right_foot,198,425,325,151
844.jpg,520,520,right_foot,192,352,329,194
956.jpg,520,520,left_foot,138,261,260,11
956.jpg,520,520,right_foot,256,287,398,11
1035.jpg,520,520,right_foot,11,348,156,72
957.jpg,520,520,left_foot,130,359,211,231
957.jpg,520,520,right_foot,239,358,334,237
2052.jpg,520,520,left_foot,73,501,199,112
2052.jpg,520,520,right_foot,201,475,331,59
1514.jpg,520,520,left_foot,49,403,163,202
1514.jpg,520,520,right_foot,216,386,334,198
846.jpg,520,520,left_foot,149,501,308,22
220.jpg,520,520,left_foot,197,442,363,79
958.jpg,520,520,left_foot,90,419,212,93
958.jpg,520,520,right_foot,317,432,436,103
959.jpg,520,520,right_foot,176,370,331,58
1372.jpg,520,520,right_foot,195,443,362,209
221.jpg,520,520,right_foot,172,391,407,11
848.jpg,520,520,left_foot,123,272,366,88
960.jpg,520,520,left_foot,142,400,220,203
960.jpg,520,520,right_foot,349,389,425,200
1515.jpg,520,520,left_foot,208,374,254,223
1515.jpg,520,520,right_foot,289,379,335,236
1974.jpg,520,520,left_foot,169,472,371,116
961.jpg,520,520,left_foot,315,424,421,80
961.jpg,520,520,right_foot,95,410,225,95
1864.jpg,520,520,left_foot,114,485,373,59
1811.jpg,520,520,left_foot,334,387,461,108
1811.jpg,520,520,right_foot,100,445,228,171
855.jpg,520,520,left_foot,68,501,233,27
1516.jpg,520,520,left_foot,171,491,298,62
962.jpg,520,520,left_foot,97,444,162,287
962.jpg,520,520,right_foot,176,373,269,247
964.jpg,520,520,right_foot,201,378,336,109
965.jpg,520,520,left_foot,117,501,255,203
965.jpg,520,520,right_foot,258,501,395,209
225.jpg,520,520,left_foot,150,368,251,290
225.jpg,520,520,right_foot,254,388,338,296
856.jpg,520,520,left_foot,188,501,336,89
966.jpg,520,520,left_foot,139,501,351,32
1978.jpg,520,520,left_foot,108,357,449,138
1471.jpg,520,520,right_foot,205,330,303,84
967.jpg,520,520,left_foot,144,436,385,157
285.jpg,520,520,right_foot,131,425,276,64
1812.jpg,520,520,right_foot,144,424,298,189
968.jpg,520,520,left_foot,206,358,493,72
968.jpg,520,520,right_foot,101,491,402,220
2745.jpg,520,520,left_foot,194,442,371,11
969.jpg,520,520,left_foot,138,328,246,135
969.jpg,520,520,right_foot,237,355,357,140
866.jpg,520,520,left_foot,346,467,441,199
866.jpg,520,520,right_foot,197,460,286,236
1481.jpg,520,520,left_foot,267,414,349,235
2746.jpg,520,520,left_foot,237,487,501,11
970.jpg,520,520,right_foot,138,401,335,11
971.jpg,520,520,right_foot,173,501,324,48
868.jpg,520,520,left_foot,242,416,334,190
869.jpg,520,520,left_foot,136,352,246,252
870.jpg,520,520,right_foot,169,479,296,135
3272.jpg,520,520,right_foot,267,402,470,11
972.jpg,520,520,left_foot,110,497,214,274
972.jpg,520,520,right_foot,233,449,449,358
973.jpg,520,520,right_foot,176,501,351,87
1865.jpg,520,520,left_foot,185,473,327,46
871.jpg,520,520,right_foot,110,466,216,121
975.jpg,520,520,left_foot,97,339,177,238
975.jpg,520,520,right_foot,211,328,281,223
976.jpg,520,520,left_foot,251,441,381,38
3273.jpg,520,520,right_foot,11,501,210,35
1983.jpg,520,520,right_foot,101,501,284,95
1984.jpg,520,520,right_foot,145,501,311,26
977.jpg,520,520,left_foot,289,387,392,127
977.jpg,520,520,right_foot,192,351,288,98
872.jpg,520,520,left_foot,114,442,198,244
872.jpg,520,520,right_foot,269,452,354,253
873.jpg,520,520,right_foot,202,383,299,290
1985.jpg,520,520,left_foot,155,434,241,149
1985.jpg,520,520,right_foot,239,428,327,146
978.jpg,520,520,left_foot,86,305,161,168
978.jpg,520,520,right_foot,186,439,341,326
979.jpg,520,520,left_foot,206,383,295,149
2747.jpg,520,520,left_foot,60,380,215,42
2747.jpg,520,520,right_foot,293,406,445,61
1813.jpg,520,520,left_foot,171,481,345,75
874.jpg,520,520,right_foot,118,501,321,11
875.jpg,520,520,right_foot,189,383,295,185
980.jpg,520,520,left_foot,144,339,282,151
1987.jpg,520,520,left_foot,196,501,328,95
981.jpg,520,520,right_foot,189,489,315,109
982.jpg,520,520,right_foot,165,400,381,292
3297.jpg,520,520,left_foot,35,501,181,171
3297.jpg,520,520,right_foot,278,374,423,23
1814.jpg,520,520,left_foot,198,386,242,226
1814.jpg,520,520,right_foot,273,384,323,220
877.jpg,520,520,left_foot,191,500,393,69
1988.jpg,520,520,left_foot,190,427,501,289
1988.jpg,520,520,right_foot,159,200,501,64
2749.jpg,520,520,left_foot,169,437,328,38
983.jpg,520,520,left_foot,59,501,213,26
983.jpg,520,520,right_foot,271,501,451,38
1989.jpg,520,520,right_foot,131,466,301,48
229.jpg,520,520,right_foot,132,475,348,11
867.jpg,520,520,right_foot,112,458,295,158
1815.jpg,520,520,left_foot,289,322,380,147
3274.jpg,520,520,left_foot,46,501,286,11
1990.jpg,520,520,left_foot,224,458,353,48
985.jpg,520,520,left_foot,139,477,233,244
985.jpg,520,520,right_foot,231,441,391,257
2750.jpg,520,520,right_foot,101,501,304,11
986.jpg,520,520,left_foot,199,501,367,98
987.jpg,520,520,left_foot,77,447,225,253
987.jpg,520,520,right_foot,248,427,402,255
231.jpg,520,520,left_foot,119,398,184,259
231.jpg,520,520,right_foot,258,383,316,236
1991.jpg,520,520,left_foot,171,412,440,251
1991.jpg,520,520,right_foot,195,286,436,110
1816.jpg,520,520,right_foot,20,352,134,15
988.jpg,520,520,left_foot,123,476,236,52
988.jpg,520,520,right_foot,267,476,384,58
1492.jpg,520,520,left_foot,249,398,395,104
1492.jpg,520,520,right_foot,111,395,246,66
881.jpg,520,520,right_foot,132,467,331,11
882.jpg,520,520,right_foot,161,456,337,48
2825.jpg,520,520,left_foot,274,446,414,107
989.jpg,520,520,right_foot,216,501,356,131
1817.jpg,520,520,right_foot,197,370,294,141
1835.jpg,520,520,left_foot,189,379,310,68
1373.jpg,520,520,left_foot,134,410,237,220
1373.jpg,520,520,right_foot,232,423,333,225
1992.jpg,520,520,left_foot,137,396,256,256
1992.jpg,520,520,right_foot,236,455,301,344
990.jpg,520,520,left_foot,298,458,435,157
1500.jpg,520,520,right_foot,148,462,325,273
1818.jpg,520,520,right_foot,101,494,241,65
991.jpg,520,520,left_foot,52,478,257,251
991.jpg,520,520,right_foot,265,471,438,242
4645.jpg,520,520,right_foot,220,329,353,48
1993.jpg,520,520,left_foot,154,436,305,162
1993.jpg,520,520,right_foot,256,451,371,168
992.jpg,520,520,left_foot,213,501,453,79
1524.jpg,520,520,left_foot,158,375,248,191
1524.jpg,520,520,right_foot,273,355,374,185
6999.jpg,520,520,left_foot,172,501,490,16
5733.jpg,520,520,left_foot,26,392,197,28
5733.jpg,520,520,right_foot,313,415,474,50
993.jpg,520,520,right_foot,195,501,367,11
2056.jpg,520,520,left_foot,183,280,258,173
2056.jpg,520,520,right_foot,287,280,367,200
995.jpg,520,520,left_foot,186,412,363,31
878.jpg,520,520,left_foot,134,372,272,219
878.jpg,520,520,right_foot,241,449,376,267
1526.jpg,520,520,left_foot,215,432,352,99
1819.jpg,520,520,left_foot,272,303,349,52
879.jpg,520,520,right_foot,142,454,255,46
1994.jpg,520,520,left_foot,161,375,319,241
1994.jpg,520,520,right_foot,274,284,461,167
3321.jpg,520,520,left_foot,22,379,131,149
3321.jpg,520,520,right_foot,379,314,495,94
996.jpg,520,520,left_foot,82,403,224,133
996.jpg,520,520,right_foot,234,384,371,126
1036.jpg,520,520,left_foot,100,445,255,131
1036.jpg,520,520,right_foot,259,407,411,116
1995.jpg,520,520,left_foot,114,491,222,151
1995.jpg,520,520,right_foot,272,470,406,128
1528.jpg,520,520,left_foot,216,335,326,154
997.jpg,520,520,right_foot,115,376,221,30
998.jpg,520,520,right_foot,192,328,398,166
3298.jpg,520,520,left_foot,75,400,231,23
3298.jpg,520,520,right_foot,300,401,461,15
2057.jpg,520,520,left_foot,190,501,320,87
1997.jpg,520,520,right_foot,186,415,237,307
880.jpg,520,520,left_foot,157,501,388,11
883.jpg,520,520,left_foot,146,361,232,145
883.jpg,520,520,right_foot,248,387,373,185
4887.jpg,520,520,left_foot,11,501,241,28
4887.jpg,520,520,right_foot,219,501,501,14
1002.jpg,520,520,right_foot,108,387,203,85
1998.jpg,520,520,left_foot,35,501,215,70
1998.jpg,520,520,right_foot,176,501,486,38
884.jpg,520,520,right_foot,11,452,488,63
2059.jpg,520,520,left_foot,131,434,212,268
2059.jpg,520,520,right_foot,231,404,366,262
1821.jpg,520,520,left_foot,99,298,263,11
1821.jpg,520,520,right_foot,254,306,408,11
1001.jpg,520,520,left_foot,286,422,370,148
1999.jpg,520,520,left_foot,290,481,417,88
2753.jpg,520,520,left_foot,157,501,501,11
2105.jpg,520,520,left_foot,67,433,246,147
2105.jpg,520,520,right_foot,263,434,447,144
1867.jpg,520,520,left_foot,120,321,412,98
1003.jpg,520,520,left_foot,277,362,313,215
1003.jpg,520,520,right_foot,179,273,244,166
889.jpg,520,520,left_foot,352,386,501,62
1320.jpg,520,520,left_foot,199,335,327,188
1822.jpg,520,520,left_foot,168,482,328,74
3286.jpg,520,520,left_foot,62,346,209,28
3286.jpg,520,520,right_foot,286,479,439,148
2062.jpg,520,520,right_foot,213,501,358,133
1868.jpg,520,520,right_foot,178,335,226,227
885.jpg,520,520,left_foot,270,458,443,177
885.jpg,520,520,right_foot,156,497,318,229
891.jpg,520,520,right_foot,211,501,331,151
892.jpg,520,520,left_foot,285,425,479,76
1037.jpg,520,520,right_foot,206,449,307,167
1321.jpg,520,520,left_foot,248,318,390,216
2980.jpg,520,520,left_foot,51,501,182,241
2980.jpg,520,520,right_foot,347,501,467,226
1382.jpg,520,520,right_foot,249,487,411,269
2063.jpg,520,520,left_foot,145,434,243,245
2063.jpg,520,520,right_foot,290,352,380,145
887.jpg,520,520,right_foot,67,491,265,26
2981.jpg,520,520,left_foot,117,479,280,11
2981.jpg,520,520,right_foot,261,469,446,11
1513.jpg,520,520,left_foot,144,430,333,321
1823.jpg,520,520,left_foot,82,456,251,66
1823.jpg,520,520,right_foot,269,473,475,96
1894.jpg,520,520,left_foot,219,470,377,37
1322.jpg,520,520,left_foot,170,492,307,130
1250.jpg,520,520,left_foot,136,460,237,176
1250.jpg,520,520,right_foot,289,484,391,180
1323.jpg,520,520,left_foot,157,356,238,247
1323.jpg,520,520,right_foot,239,420,289,298
2982.jpg,520,520,left_foot,36,501,231,83
2982.jpg,520,520,right_foot,272,501,467,76
2754.jpg,520,520,left_foot,274,371,409,91
1824.jpg,520,520,left_foot,60,269,256,178
1824.jpg,520,520,right_foot,233,361,391,277
897.jpg,520,520,left_foot,60,323,134,180
897.jpg,520,520,right_foot,161,314,237,172
1324.jpg,520,520,right_foot,139,481,293,44
1328.jpg,520,520,left_foot,66,501,221,224
1328.jpg,520,520,right_foot,234,501,386,227
1325.jpg,520,520,right_foot,133,497,340,11
888.jpg,520,520,left_foot,64,429,206,250
888.jpg,520,520,right_foot,232,455,357,237
1519.jpg,520,520,left_foot,168,501,373,25
1869.jpg,520,520,left_foot,145,368,190,256
1869.jpg,520,520,right_foot,253,434,333,340
1603.jpg,520,520,left_foot,225,495,341,64
2107.jpg,520,520,left_foot,180,329,244,106
1326.jpg,520,520,left_foot,174,501,282,154
1326.jpg,520,520,right_foot,278,490,380,147
890.jpg,520,520,left_foot,370,488,501,18
1327.jpg,520,520,right_foot,127,487,263,30
1329.jpg,520,520,right_foot,101,497,223,80
2755.jpg,520,520,right_foot,46,488,305,11
2163.jpg,520,520,left_foot,23,289,237,174
2163.jpg,520,520,right_foot,25,400,241,298
1005.jpg,520,520,left_foot,65,454,224,302
1005.jpg,520,520,right_foot,238,481,383,317
1330.jpg,520,520,left_foot,211,436,331,142
2067.jpg,520,520,left_foot,108,501,227,310
2067.jpg,520,520,right_foot,237,501,351,311
1253.jpg,520,520,left_foot,54,457,211,264
1253.jpg,520,520,right_foot,223,501,319,364
3287.jpg,520,520,left_foot,91,457,408,35
1825.jpg,520,520,right_foot,62,486,163,137
2069.jpg,520,520,left_foot,149,421,220,330
900.jpg,520,520,right_foot,73,501,183,123
286.jpg,520,520,left_foot,154,358,228,174
286.jpg,520,520,right_foot,231,482,313,301
1331.jpg,520,520,left_foot,158,376,215,239
1331.jpg,520,520,right_foot,275,371,346,242
893.jpg,520,520,left_foot,145,392,260,198
893.jpg,520,520,right_foot,278,408,389,195
2071.jpg,520,520,right_foot,129,489,284,18
1007.jpg,520,520,right_foot,127,501,319,11
1826.jpg,520,520,left_foot,115,439,219,180
1826.jpg,520,520,right_foot,288,442,371,188
1332.jpg,520,520,left_foot,88,388,206,66
1332.jpg,520,520,right_foot,203,360,342,51
1006.jpg,520,520,left_foot,300,430,501,11
1006.jpg,520,520,right_foot,17,401,213,11
894.jpg,520,520,right_foot,214,383,309,184
1333.jpg,520,520,right_foot,140,501,359,379
2073.jpg,520,520,left_foot,190,501,385,52
1038.jpg,520,520,right_foot,148,461,293,142
2108.jpg,520,520,left_foot,184,363,382,88
804.jpg,520,520,left_foot,140,443,260,188
804.jpg,520,520,right_foot,342,447,473,172
1008.jpg,520,520,left_foot,116,446,218,257
1008.jpg,520,520,right_foot,219,451,332,275
895.jpg,520,520,left_foot,84,429,220,216
895.jpg,520,520,right_foot,255,407,389,191
1900.jpg,520,520,left_foot,119,497,283,102
1900.jpg,520,520,right_foot,254,497,436,125
1376.jpg,520,520,left_foot,129,501,229,24
1376.jpg,520,520,right_foot,292,501,384,28
1039.jpg,520,520,left_foot,176,458,261,256
1523.jpg,520,520,left_foot,44,491,237,47
1523.jpg,520,520,right_foot,280,501,458,81
287.jpg,520,520,left_foot,219,446,450,13
898.jpg,520,520,left_foot,42,481,256,115
898.jpg,520,520,right_foot,272,481,478,108
1377.jpg,520,520,left_foot,210,492,428,21
2756.jpg,520,520,right_foot,68,424,266,153
1336.jpg,520,520,right_foot,104,429,322,303
1009.jpg,520,520,left_foot,165,501,313,93
290.jpg,520,520,right_foot,209,437,320,266
899.jpg,520,520,left_foot,173,431,302,206
3290.jpg,520,520,left_foot,60,464,229,184
3290.jpg,520,520,right_foot,287,359,438,11
2757.jpg,520,520,right_foot,141,466,315,24
2075.jpg,520,520,left_foot,110,466,255,84
1337.jpg,520,520,left_foot,60,501,220,329
1337.jpg,520,520,right_foot,245,501,406,326
2076.jpg,520,520,left_foot,216,497,357,90
2109.jpg,520,520,left_foot,140,404,228,231
2109.jpg,520,520,right_foot,301,436,405,235
1338.jpg,520,520,right_foot,192,475,375,11
854.jpg,520,520,right_foot,216,501,365,134
292.jpg,520,520,left_foot,249,476,454,379
292.jpg,520,520,right_foot,264,118,436,51
293.jpg,520,520,left_foot,224,482,430,11
1339.jpg,520,520,left_foot,325,464,474,12
1340.jpg,520,520,left_foot,240,478,391,129
1378.jpg,520,520,left_foot,254,501,389,30
1010.jpg,520,520,left_foot,159,416,213,295
1010.jpg,520,520,right_foot,272,388,366,306
2826.jpg,520,520,right_foot,173,500,431,11
1268.jpg,520,520,left_foot,155,428,271,88
1268.jpg,520,520,right_foot,295,408,469,88
1342.jpg,520,520,right_foot,156,488,311,41
2079.jpg,520,520,left_foot,141,501,315,11
1011.jpg,520,520,right_foot,79,452,209,81
294.jpg,520,520,left_foot,115,233,292,118
294.jpg,520,520,right_foot,93,349,287,237
1836.jpg,520,520,left_foot,130,446,280,237
1836.jpg,520,520,right_foot,283,434,438,239
1341.jpg,520,520,left_foot,11,328,266,187
1829.jpg,520,520,left_foot,175,418,279,185
234.jpg,520,520,left_foot,140,254,241,126
234.jpg,520,520,right_foot,249,251,342,120
2081.jpg,520,520,left_foot,155,431,234,204
295.jpg,520,520,right_foot,101,300,343,161
1343.jpg,520,520,left_foot,141,427,256,96
1343.jpg,520,520,right_foot,263,467,375,129
1012.jpg,520,520,left_foot,144,371,268,196
1260.jpg,520,520,right_foot,163,501,370,64
1275.jpg,520,520,right_foot,210,448,311,170
2083.jpg,520,520,left_foot,179,501,382,97
2082.jpg,520,520,left_foot,104,501,322,37
235.jpg,520,520,right_foot,265,338,372,244
296.jpg,520,520,left_foot,265,167,448,56
296.jpg,520,520,right_foot,163,401,294,223
1830.jpg,520,520,left_foot,113,497,228,229
1830.jpg,520,520,right_foot,270,498,375,234
1013.jpg,520,520,left_foot,141,497,256,176
1013.jpg,520,520,right_foot,256,500,379,169
1015.jpg,520,520,left_foot,102,501,384,12
237.jpg,520,520,right_foot,201,263,290,112
297.jpg,520,520,left_foot,206,442,298,345
1283.jpg,520,520,right_foot,196,410,283,187
1345.jpg,520,520,left_foot,256,453,371,136
1345.jpg,520,520,right_foot,139,451,245,134
1346.jpg,520,520,left_foot,244,423,426,261
1014.jpg,520,520,left_foot,267,432,377,60
1291.jpg,520,520,left_foot,135,487,240,280
1291.jpg,520,520,right_foot,287,455,421,289
298.jpg,520,520,left_foot,89,457,260,284
298.jpg,520,520,right_foot,277,501,371,315
299.jpg,520,520,right_foot,23,497,128,126
1017.jpg,520,520,left_foot,282,323,405,108
1017.jpg,520,520,right_foot,168,324,285,112
1347.jpg,520,520,left_foot,130,347,278,32
1347.jpg,520,520,right_foot,247,355,407,67
1348.jpg,520,520,right_foot,226,456,348,123
1016.jpg,520,520,left_foot,120,347,281,209
1018.jpg,520,520,left_foot,126,458,209,268
1018.jpg,520,520,right_foot,209,466,295,276
1020.jpg,520,520,right_foot,201,351,276,252
1600.jpg,520,520,left_foot,82,363,230,44
1600.jpg,520,520,right_foot,256,392,451,76
1870.jpg,520,520,left_foot,206,385,403,244
1870.jpg,520,520,right_foot,320,303,501,170
1349.jpg,520,520,left_foot,48,253,250,139
1349.jpg,520,520,right_foot,40,351,250,252
56.jpg,520,520,left_foot,162,383,251,175
56.jpg,520,520,right_foot,273,403,377,187
1350.jpg,520,520,left_foot,220,501,353,96
1871.jpg,520,520,left_foot,288,486,465,112
1871.jpg,520,520,right_foot,158,459,306,91
1040.jpg,520,520,left_foot,122,372,219,190
1040.jpg,520,520,right_foot,279,363,371,186
1379.jpg,520,520,left_foot,266,425,405,36
238.jpg,520,520,right_foot,296,356,389,254
2110.jpg,520,520,right_foot,223,406,384,146
288.jpg,520,520,right_foot,135,501,292,59
63.jpg,520,520,left_foot,187,501,364,33
1021.jpg,520,520,left_foot,172,306,247,156
1021.jpg,520,520,right_foot,278,322,362,160
70.jpg,520,520,left_foot,206,467,325,105
239.jpg,520,520,left_foot,154,501,336,11
240.jpg,520,520,left_foot,138,312,243,221
1352.jpg,520,520,right_foot,180,414,297,190
1472.jpg,520,520,left_foot,47,381,171,163
1472.jpg,520,520,right_foot,358,446,501,213
1351.jpg,520,520,left_foot,112,454,240,84
1351.jpg,520,520,right_foot,330,488,472,127
1689.jpg,520,520,left_foot,179,465,310,75
1022.jpg,520,520,right_foot,107,401,314,118
1353.jpg,520,520,right_foot,53,501,234,31
1702.jpg,520,520,right_foot,186,484,339,93
241.jpg,520,520,left_foot,138,493,310,83
242.jpg,520,520,left_foot,195,456,361,23
75.jpg,520,520,left_foot,192,332,259,172
75.jpg,520,520,right_foot,279,445,341,292
