filename,width,height,left_foot,lxmin,lymin,lxmax,lymax,right_foot,rxmin,rymin,rxmax,rymax
2397.jpg,520,520,left_foot,71,104,225,501,right_foot,241,106,406,501
2401.jpg,520,520,left_foot,0,0,0,0,right_foot,192,11,384,457
2404.jpg,520,520,left_foot,110,33,251,477,right_foot,251,47,392,484
2409.jpg,520,520,left_foot,104,153,239,460,right_foot,266,157,393,474
2412.jpg,520,520,left_foot,236,69,360,501,right_foot,0,0,0,0
2568.jpg,520,520,left_foot,287,11,446,472,right_foot,0,0,0,0
2809.jpg,520,520,left_foot,294,28,501,398,right_foot,0,0,0,0
2569.jpg,520,520,left_foot,162,11,336,484,right_foot,0,0,0,0
2829.jpg,520,520,left_foot,67,31,265,501,right_foot,273,11,459,449
3018.jpg,520,520,left_foot,202,49,361,455,right_foot,0,0,0,0
2830.jpg,520,520,left_foot,78,45,242,373,right_foot,251,28,422,379
2831.jpg,520,520,left_foot,0,0,0,0,right_foot,100,11,328,501
2832.jpg,520,520,left_foot,151,14,365,499,right_foot,0,0,0,0
2834.jpg,520,520,left_foot,0,0,0,0,right_foot,125,19,354,501
2585.jpg,520,520,left_foot,94,282,200,501,right_foot,312,293,458,501
3019.jpg,520,520,left_foot,0,0,0,0,right_foot,50,48,172,352
2835.jpg,520,520,left_foot,129,128,229,325,right_foot,306,133,422,332
2836.jpg,520,520,left_foot,11,70,240,501,right_foot,297,59,501,501
2837.jpg,520,520,left_foot,0,0,0,0,right_foot,15,132,195,482
2838.jpg,520,520,left_foot,131,162,216,364,right_foot,271,157,350,355
2587.jpg,520,520,left_foot,115,50,246,451,right_foot,249,57,369,457
2588.jpg,520,520,left_foot,36,115,181,471,right_foot,268,43,422,478
2839.jpg,520,520,left_foot,32,151,219,501,right_foot,314,155,488,501
7051.jpg,520,520,left_foot,222,113,402,473,right_foot,0,0,0,0
2840.jpg,520,520,left_foot,0,0,0,0,right_foot,144,168,325,501
2590.jpg,520,520,left_foot,313,39,501,501,right_foot,0,0,0,0
2841.jpg,520,520,left_foot,11,144,47,459,right_foot,104,139,221,479
3022.jpg,520,520,left_foot,69,72,249,501,right_foot,273,96,450,501
2842.jpg,520,520,left_foot,0,0,0,0,right_foot,129,122,345,488
2843.jpg,520,520,left_foot,0,0,0,0,right_foot,184,28,365,382
2844.jpg,520,520,left_foot,0,0,0,0,right_foot,11,26,268,440
2845.jpg,520,520,left_foot,94,189,204,391,right_foot,358,64,448,282
2846.jpg,520,520,left_foot,0,0,0,0,right_foot,250,105,406,473
3023.jpg,520,520,left_foot,0,0,0,0,right_foot,142,32,312,412
5737.jpg,520,520,left_foot,331,154,417,328,right_foot,0,0,0,0
2848.jpg,520,520,left_foot,15,134,245,501,right_foot,301,105,496,501
3024.jpg,520,520,left_foot,112,42,258,436,right_foot,260,36,403,434
2849.jpg,520,520,left_foot,191,54,360,469,right_foot,0,0,0,0
2851.jpg,520,520,left_foot,111,76,257,418,right_foot,248,58,390,423
2852.jpg,520,520,left_foot,118,61,245,384,right_foot,269,77,401,399
2593.jpg,520,520,left_foot,221,11,382,440,right_foot,0,0,0,0
2594.jpg,520,520,left_foot,51,87,262,501,right_foot,261,74,472,501
2853.jpg,520,520,left_foot,101,120,268,501,right_foot,272,100,435,501
2854.jpg,520,520,left_foot,87,248,175,501,right_foot,335,237,436,473
3025.jpg,520,520,left_foot,49,13,262,501,right_foot,252,12,453,501
2595.jpg,520,520,left_foot,134,127,267,431,right_foot,277,137,402,442
2596.jpg,520,520,left_foot,0,0,0,0,right_foot,46,27,169,340
2598.jpg,520,520,left_foot,186,66,349,468,right_foot,0,0,0,0
2599.jpg,520,520,left_foot,0,0,0,0,right_foot,220,180,390,501
2855.jpg,520,520,left_foot,63,41,241,443,right_foot,214,33,400,414
3027.jpg,520,520,left_foot,118,26,245,376,right_foot,249,33,377,394
2856.jpg,520,520,left_foot,262,195,387,501,right_foot,0,0,0,0
2857.jpg,520,520,left_foot,0,0,0,0,right_foot,106,103,214,391
2858.jpg,520,520,left_foot,0,0,0,0,right_foot,37,18,223,476
2601.jpg,520,520,left_foot,216,11,391,462,right_foot,0,0,0,0
2602.jpg,520,520,left_foot,0,0,0,0,right_foot,115,11,309,500
2859.jpg,520,520,left_foot,11,89,198,501,right_foot,269,82,501,455
2860.jpg,520,520,left_foot,0,0,0,0,right_foot,256,28,441,501
2861.jpg,520,520,left_foot,50,24,248,501,right_foot,259,38,467,501
2862.jpg,520,520,left_foot,111,45,259,451,right_foot,261,47,416,446
3028.jpg,520,520,left_foot,173,63,365,501,right_foot,0,0,0,0
6038.jpg,520,520,left_foot,0,0,0,0,right_foot,33,212,151,498
2603.jpg,520,520,left_foot,258,179,386,469,right_foot,0,0,0,0
2864.jpg,520,520,left_foot,192,14,400,433,right_foot,0,0,0,0
2865.jpg,520,520,left_foot,174,66,391,501,right_foot,0,0,0,0
3029.jpg,520,520,left_foot,11,35,121,478,right_foot,129,21,316,468
2890.jpg,520,520,left_foot,285,102,425,478,right_foot,0,0,0,0
2867.jpg,520,520,left_foot,27,210,169,501,right_foot,324,216,467,501
2606.jpg,520,520,left_foot,143,41,246,250,right_foot,331,38,441,250
2607.jpg,520,520,left_foot,0,0,0,0,right_foot,75,78,260,501
2868.jpg,520,520,left_foot,0,0,0,0,right_foot,166,11,396,501
2459.jpg,520,520,left_foot,371,35,496,270,right_foot,0,0,0,0
2869.jpg,520,520,left_foot,248,53,382,359,right_foot,0,0,0,0
2870.jpg,520,520,left_foot,76,79,254,483,right_foot,241,78,424,501
2608.jpg,520,520,left_foot,79,104,223,337,right_foot,328,11,428,235
2609.jpg,520,520,left_foot,0,0,0,0,right_foot,139,14,285,415
5738.jpg,520,520,left_foot,0,0,0,0,right_foot,179,18,423,428
2871.jpg,520,520,left_foot,44,11,208,470,right_foot,268,17,425,443
2461.jpg,520,520,left_foot,0,0,0,0,right_foot,91,76,231,405
2610.jpg,520,520,left_foot,0,0,0,0,right_foot,28,11,224,501
2611.jpg,520,520,left_foot,256,49,395,473,right_foot,108,46,241,465
2462.jpg,520,520,left_foot,111,158,202,383,right_foot,301,153,399,365
2464.jpg,520,520,left_foot,73,43,258,466,right_foot,262,68,467,449
3031.jpg,520,520,left_foot,0,0,0,0,right_foot,107,161,257,445
3032.jpg,520,520,left_foot,191,229,384,472,right_foot,103,101,348,320
2467.jpg,520,520,left_foot,0,0,0,0,right_foot,215,11,420,501
2612.jpg,520,520,left_foot,23,11,211,462,right_foot,238,11,468,501
2465.jpg,520,520,left_foot,44,11,271,501,right_foot,256,19,463,501
2466.jpg,520,520,left_foot,43,46,253,451,right_foot,278,54,471,476
2468.jpg,520,520,left_foot,0,0,0,0,right_foot,59,11,268,498
2983.jpg,520,520,left_foot,0,0,0,0,right_foot,79,18,258,397
2469.jpg,520,520,left_foot,0,0,0,0,right_foot,190,12,383,495
6039.jpg,520,520,left_foot,0,0,0,0,right_foot,38,27,169,413
2615.jpg,520,520,left_foot,0,0,0,0,right_foot,100,12,501,501
2616.jpg,520,520,left_foot,113,18,357,501,right_foot,0,0,0,0
2617.jpg,520,520,left_foot,71,29,243,466,right_foot,244,14,426,464
2618.jpg,520,520,left_foot,206,31,378,460,right_foot,0,0,0,0
3033.jpg,520,520,left_foot,11,138,231,501,right_foot,287,135,499,501
5739.jpg,520,520,left_foot,273,101,357,260,right_foot,0,0,0,0
3225.jpg,520,520,left_foot,0,0,0,0,right_foot,95,57,334,501
2620.jpg,520,520,left_foot,145,77,266,379,right_foot,258,83,370,360
2621.jpg,520,520,left_foot,0,0,0,0,right_foot,207,120,364,501
2471.jpg,520,520,left_foot,0,0,0,0,right_foot,190,11,469,501
2472.jpg,520,520,left_foot,72,33,231,421,right_foot,327,57,478,430
3034.jpg,520,520,left_foot,222,84,335,373,right_foot,0,0,0,0
2473.jpg,520,520,left_foot,150,11,385,501,right_foot,0,0,0,0
3035.jpg,520,520,left_foot,101,11,262,290,right_foot,323,11,479,322
2475.jpg,520,520,left_foot,86,11,225,360,right_foot,262,79,403,441
2622.jpg,520,520,left_foot,361,220,501,444,right_foot,0,0,0,0
3036.jpg,520,520,left_foot,26,20,256,501,right_foot,260,11,476,501
6040.jpg,520,520,left_foot,277,76,405,431,right_foot,0,0,0,0
2477.jpg,520,520,left_foot,233,11,451,491,right_foot,0,0,0,0
2501.jpg,520,520,left_foot,0,0,0,0,right_foot,178,36,341,413
3039.jpg,520,520,left_foot,101,97,256,428,right_foot,272,105,416,427
2626.jpg,520,520,left_foot,166,11,339,501,right_foot,0,0,0,0
3040.jpg,520,520,left_foot,159,107,318,454,right_foot,0,0,0,0
2625.jpg,520,520,left_foot,45,91,245,501,right_foot,293,107,501,494
2627.jpg,520,520,left_foot,261,11,457,501,right_foot,0,0,0,0
2479.jpg,520,520,left_foot,0,0,0,0,right_foot,243,105,440,501
2578.jpg,520,520,left_foot,186,28,337,439,right_foot,0,0,0,0
2563.jpg,520,520,left_foot,70,33,261,437,right_foot,265,39,433,391
2503.jpg,520,520,left_foot,0,0,0,0,right_foot,15,88,145,343
2579.jpg,520,520,left_foot,0,0,0,0,right_foot,126,96,256,425
2564.jpg,520,520,left_foot,75,66,261,501,right_foot,240,11,425,501
3041.jpg,520,520,left_foot,0,0,0,0,right_foot,183,45,352,418
6041.jpg,520,520,left_foot,241,11,362,452,right_foot,0,0,0,0
2604.jpg,520,520,left_foot,0,0,0,0,right_foot,57,11,211,434
2481.jpg,520,520,left_foot,0,0,0,0,right_foot,192,89,381,501
2504.jpg,520,520,left_foot,0,0,0,0,right_foot,161,118,263,385
2505.jpg,520,520,left_foot,121,11,319,475,right_foot,347,19,501,501
3042.jpg,520,520,left_foot,135,18,394,411,right_foot,0,0,0,0
2480.jpg,520,520,left_foot,15,11,202,444,right_foot,193,52,457,501
2482.jpg,520,520,left_foot,0,0,0,0,right_foot,134,67,271,420
2484.jpg,520,520,left_foot,0,0,0,0,right_foot,27,15,267,483
2485.jpg,520,520,left_foot,283,11,467,497,right_foot,0,0,0,0
2506.jpg,520,520,left_foot,101,61,257,433,right_foot,247,56,405,443
2507.jpg,520,520,left_foot,339,85,459,398,right_foot,0,0,0,0
2508.jpg,520,520,left_foot,0,0,0,0,right_foot,78,46,261,501
5740.jpg,520,520,left_foot,19,223,146,437,right_foot,377,226,493,437
2487.jpg,520,520,left_foot,73,44,240,479,right_foot,284,63,440,465
6042.jpg,520,520,left_foot,0,0,0,0,right_foot,125,107,197,256
2671.jpg,520,520,left_foot,0,0,0,0,right_foot,90,11,347,501
2488.jpg,520,520,left_foot,285,50,463,469,right_foot,0,0,0,0
2489.jpg,520,520,left_foot,11,138,300,483,right_foot,293,88,497,488
2490.jpg,520,520,left_foot,0,0,0,0,right_foot,88,11,360,501
3045.jpg,520,520,left_foot,0,0,0,0,right_foot,136,11,296,413
2493.jpg,520,520,left_foot,0,0,0,0,right_foot,11,100,170,501
5741.jpg,520,520,left_foot,104,11,322,501,right_foot,0,0,0,0
2672.jpg,520,520,left_foot,50,163,213,485,right_foot,240,168,395,455
2491.jpg,520,520,left_foot,0,0,0,0,right_foot,189,11,389,439
2492.jpg,520,520,left_foot,29,11,312,501,right_foot,0,0,0,0
2510.jpg,520,520,left_foot,78,62,358,496,right_foot,0,0,0,0
3046.jpg,520,520,left_foot,244,11,439,501,right_foot,0,0,0,0
6043.jpg,520,520,left_foot,0,0,0,0,right_foot,21,52,157,431
2675.jpg,520,520,left_foot,53,16,259,500,right_foot,263,16,479,494
2673.jpg,520,520,left_foot,56,28,257,490,right_foot,266,25,475,478
2674.jpg,520,520,left_foot,54,176,220,443,right_foot,301,221,458,501
2495.jpg,520,520,left_foot,11,53,188,470,right_foot,305,42,501,474
2496.jpg,520,520,left_foot,0,0,0,0,right_foot,39,11,228,407
3047.jpg,520,520,left_foot,0,0,0,0,right_foot,119,106,334,501
3226.jpg,520,520,left_foot,60,11,238,413,right_foot,249,11,468,478
2891.jpg,520,520,left_foot,248,240,375,473,right_foot,0,0,0,0
2892.jpg,520,520,left_foot,110,112,387,471,right_foot,0,0,0,0
2893.jpg,520,520,left_foot,11,25,206,393,right_foot,314,96,494,490
2498.jpg,520,520,left_foot,174,11,377,501,right_foot,0,0,0,0
2499.jpg,520,520,left_foot,204,11,398,501,right_foot,0,0,0,0
2500.jpg,520,520,left_foot,361,99,489,345,right_foot,0,0,0,0
3227.jpg,520,520,left_foot,97,141,233,457,right_foot,210,11,411,323
2894.jpg,520,520,left_foot,0,0,0,0,right_foot,127,48,321,490
2895.jpg,520,520,left_foot,274,16,476,488,right_foot,0,0,0,0
2896.jpg,520,520,left_foot,301,105,417,383,right_foot,0,0,0,0
2897.jpg,520,520,left_foot,29,52,214,501,right_foot,302,42,489,501
2898.jpg,520,520,left_foot,118,14,306,396,right_foot,384,201,501,501
5742.jpg,520,520,left_foot,246,11,428,445,right_foot,0,0,0,0
2902.jpg,520,520,left_foot,134,14,361,422,right_foot,0,0,0,0
2903.jpg,520,520,left_foot,0,0,0,0,right_foot,105,11,332,474
2904.jpg,520,520,left_foot,23,75,233,500,right_foot,277,107,483,501
2905.jpg,520,520,left_foot,0,0,0,0,right_foot,132,35,390,501
2906.jpg,520,520,left_foot,147,116,324,471,right_foot,0,0,0,0
2907.jpg,520,520,left_foot,112,11,347,501,right_foot,0,0,0,0
2908.jpg,520,520,left_foot,89,11,331,501,right_foot,203,11,501,501
2909.jpg,520,520,left_foot,306,22,486,461,right_foot,0,0,0,0
2910.jpg,520,520,left_foot,113,149,219,406,right_foot,313,149,418,396
2911.jpg,520,520,left_foot,242,27,501,501,right_foot,11,11,245,501
2912.jpg,520,520,left_foot,0,0,0,0,right_foot,52,11,249,479
2913.jpg,520,520,left_foot,267,35,415,386,right_foot,0,0,0,0
3048.jpg,520,520,left_foot,306,111,435,501,right_foot,0,0,0,0
3049.jpg,520,520,left_foot,0,0,0,0,right_foot,12,44,254,347
3077.jpg,520,520,left_foot,219,94,356,484,right_foot,0,0,0,0
6045.jpg,520,520,left_foot,0,0,0,0,right_foot,202,152,402,429
3074.jpg,520,520,left_foot,21,33,281,501,right_foot,260,11,495,501
3076.jpg,520,520,left_foot,102,41,224,339,right_foot,267,58,401,371
3050.jpg,520,520,left_foot,54,233,150,431,right_foot,359,241,452,445
3079.jpg,520,520,left_foot,59,24,283,501,right_foot,286,23,485,501
3228.jpg,520,520,left_foot,125,11,369,501,right_foot,0,0,0,0
3080.jpg,520,520,left_foot,106,56,259,444,right_foot,276,57,429,461
3081.jpg,520,520,left_foot,11,206,145,501,right_foot,360,193,501,501
3082.jpg,520,520,left_foot,332,89,473,442,right_foot,0,0,0,0
2580.jpg,520,520,left_foot,44,68,468,395,right_foot,0,0,0,0
2560.jpg,520,520,left_foot,0,0,0,0,right_foot,45,11,214,427
2581.jpg,520,520,left_foot,118,24,282,423,right_foot,287,24,458,397
2582.jpg,520,520,left_foot,0,0,0,0,right_foot,77,162,377,501
2584.jpg,520,520,left_foot,0,0,0,0,right_foot,160,93,330,391
2586.jpg,520,520,left_foot,0,0,0,0,right_foot,71,143,262,501
2589.jpg,520,520,left_foot,0,0,0,0,right_foot,135,37,268,352
2591.jpg,520,520,left_foot,20,66,211,501,right_foot,298,107,494,501
3083.jpg,520,520,left_foot,72,41,258,501,right_foot,254,40,447,501
2592.jpg,520,520,left_foot,164,108,238,294,right_foot,239,112,314,296
2597.jpg,520,520,left_foot,138,15,441,501,right_foot,256,256,256,256
2600.jpg,520,520,left_foot,281,11,481,501,right_foot,0,0,0,0
3084.jpg,520,520,left_foot,0,0,0,0,right_foot,103,98,301,501
2605.jpg,520,520,left_foot,0,0,0,0,right_foot,146,11,382,501
2613.jpg,520,520,left_foot,125,69,262,501,right_foot,257,33,406,495
3051.jpg,520,520,left_foot,228,11,433,483,right_foot,0,0,0,0
2614.jpg,520,520,left_foot,84,120,255,492,right_foot,275,120,454,501
5743.jpg,520,520,left_foot,188,16,410,501,right_foot,0,0,0,0
2623.jpg,520,520,left_foot,127,94,259,354,right_foot,264,73,360,353
3085.jpg,520,520,left_foot,0,0,0,0,right_foot,205,99,420,478
3086.jpg,520,520,left_foot,46,166,229,501,right_foot,227,96,378,479
3052.jpg,520,520,left_foot,11,18,197,487,right_foot,0,0,0,0
2628.jpg,520,520,left_foot,0,0,0,0,right_foot,93,11,299,501
3087.jpg,520,520,left_foot,0,0,0,0,right_foot,140,143,310,501
3088.jpg,520,520,left_foot,0,0,0,0,right_foot,186,20,353,418
3089.jpg,520,520,left_foot,0,0,0,0,right_foot,184,94,315,425
2629.jpg,520,520,left_foot,86,72,243,455,right_foot,254,79,417,460
3090.jpg,520,520,left_foot,79,30,243,451,right_foot,243,25,398,437
2630.jpg,520,520,left_foot,142,28,384,392,right_foot,0,0,0,0
3091.jpg,520,520,left_foot,45,84,176,394,right_foot,293,124,491,402
3092.jpg,520,520,left_foot,0,0,0,0,right_foot,81,13,227,388
3093.jpg,520,520,left_foot,198,23,396,430,right_foot,0,0,0,0
3095.jpg,520,520,left_foot,174,58,366,501,right_foot,0,0,0,0
2632.jpg,520,520,left_foot,11,151,256,501,right_foot,263,150,501,501
3096.jpg,520,520,left_foot,46,108,283,501,right_foot,259,89,446,493
3097.jpg,520,520,left_foot,287,100,501,431,right_foot,0,0,0,0
3054.jpg,520,520,left_foot,11,90,237,475,right_foot,235,86,501,432
3055.jpg,520,520,left_foot,51,28,240,445,right_foot,241,19,451,465
2634.jpg,520,520,left_foot,0,0,0,0,right_foot,80,22,330,488
3098.jpg,520,520,left_foot,73,159,198,484,right_foot,293,148,418,490
2984.jpg,520,520,left_foot,53,11,269,501,right_foot,270,11,482,501
2635.jpg,520,520,left_foot,0,0,0,0,right_foot,11,11,236,492
3099.jpg,520,520,left_foot,0,0,0,0,right_foot,127,11,417,501
3100.jpg,520,520,left_foot,0,0,0,0,right_foot,180,52,425,479
2636.jpg,520,520,left_foot,139,133,238,385,right_foot,260,146,369,410
3101.jpg,520,520,left_foot,26,12,249,428,right_foot,245,11,451,419
2637.jpg,520,520,left_foot,57,46,223,442,right_foot,269,20,448,450
2638.jpg,520,520,left_foot,0,0,0,0,right_foot,42,26,257,472
3102.jpg,520,520,left_foot,49,11,256,501,right_foot,253,11,455,501
3056.jpg,520,520,left_foot,62,91,222,447,right_foot,248,122,444,473
3057.jpg,520,520,left_foot,284,76,437,449,right_foot,0,0,0,0
2639.jpg,520,520,left_foot,111,110,259,333,right_foot,214,107,327,324
3103.jpg,520,520,left_foot,0,0,0,0,right_foot,38,75,257,501
2640.jpg,520,520,left_foot,0,0,0,0,right_foot,212,41,417,501
3058.jpg,520,520,left_foot,143,11,409,501,right_foot,0,0,0,0
3104.jpg,520,520,left_foot,91,90,274,501,right_foot,256,106,477,501
2642.jpg,520,520,left_foot,254,11,440,501,right_foot,0,0,0,0
2643.jpg,520,520,left_foot,0,0,0,0,right_foot,145,11,320,472
3106.jpg,520,520,left_foot,116,20,252,368,right_foot,246,18,387,368
3105.jpg,520,520,left_foot,0,0,0,0,right_foot,128,240,306,501
3059.jpg,520,520,left_foot,11,62,221,499,right_foot,286,94,497,501
2644.jpg,520,520,left_foot,91,39,258,433,right_foot,259,26,407,426
3107.jpg,520,520,left_foot,331,21,487,424,right_foot,0,0,0,0
3108.jpg,520,520,left_foot,308,117,422,423,right_foot,0,0,0,0
3109.jpg,520,520,left_foot,39,222,174,501,right_foot,348,212,465,501
3229.jpg,520,520,left_foot,0,0,0,0,right_foot,153,42,348,475
3110.jpg,520,520,left_foot,101,48,280,457,right_foot,273,51,458,463
2521.jpg,520,520,left_foot,120,89,250,377,right_foot,278,65,411,374
3112.jpg,520,520,left_foot,146,122,222,322,right_foot,273,114,349,317
3230.jpg,520,520,left_foot,76,16,169,273,right_foot,325,208,482,451
3113.jpg,520,520,left_foot,122,86,243,356,right_foot,278,103,393,374
3114.jpg,520,520,left_foot,75,30,205,412,right_foot,241,84,411,451
3115.jpg,520,520,left_foot,243,43,414,501,right_foot,0,0,0,0
3116.jpg,520,520,left_foot,0,0,0,0,right_foot,55,105,152,368
2523.jpg,520,520,left_foot,98,124,258,501,right_foot,0,0,0,0
2525.jpg,520,520,left_foot,106,15,282,424,right_foot,0,0,0,0
3117.jpg,520,520,left_foot,73,47,217,332,right_foot,303,30,452,334
3119.jpg,520,520,left_foot,0,0,0,0,right_foot,97,71,351,484
2524.jpg,520,520,left_foot,57,192,185,501,right_foot,310,193,438,494
2526.jpg,520,520,left_foot,242,40,400,287,right_foot,0,0,0,0
2527.jpg,520,520,left_foot,111,38,244,449,right_foot,233,35,382,454
3061.jpg,520,520,left_foot,159,11,397,501,right_foot,0,0,0,0
3120.jpg,520,520,left_foot,170,12,396,413,right_foot,0,0,0,0
2531.jpg,520,520,left_foot,208,58,343,344,right_foot,0,0,0,0
2528.jpg,520,520,left_foot,0,0,0,0,right_foot,137,55,297,457
3121.jpg,520,520,left_foot,81,91,284,501,right_foot,239,100,417,495
2529.jpg,520,520,left_foot,0,0,0,0,right_foot,154,17,395,501
2532.jpg,520,520,left_foot,254,47,434,401,right_foot,0,0,0,0
3062.jpg,520,520,left_foot,0,0,0,0,right_foot,96,105,253,445
3231.jpg,520,520,left_foot,49,11,179,337,right_foot,280,121,484,478
2534.jpg,520,520,left_foot,123,11,342,437,right_foot,0,0,0,0
2535.jpg,520,520,left_foot,359,186,456,413,right_foot,0,0,0,0
2536.jpg,520,520,left_foot,50,121,226,411,right_foot,273,130,481,435
2539.jpg,520,520,left_foot,0,0,0,0,right_foot,145,11,440,501
2537.jpg,520,520,left_foot,11,336,181,501,right_foot,335,280,501,501
2538.jpg,520,520,left_foot,42,58,219,473,right_foot,303,59,483,463
2540.jpg,520,520,left_foot,85,88,246,452,right_foot,216,117,398,494
2543.jpg,520,520,left_foot,0,0,0,0,right_foot,113,11,316,501
3232.jpg,520,520,left_foot,284,26,477,501,right_foot,0,0,0,0
2541.jpg,520,520,left_foot,0,0,0,0,right_foot,206,109,338,389
2542.jpg,520,520,left_foot,85,11,341,434,right_foot,0,0,0,0
3063.jpg,520,520,left_foot,216,204,368,501,right_foot,0,0,0,0
2973.jpg,520,520,left_foot,239,212,336,478,right_foot,0,0,0,0
3233.jpg,520,520,left_foot,0,0,0,0,right_foot,11,11,166,493
2545.jpg,520,520,left_foot,74,57,430,420,right_foot,0,0,0,0
2547.jpg,520,520,left_foot,31,58,220,501,right_foot,283,35,496,501
2548.jpg,520,520,left_foot,0,0,0,0,right_foot,82,60,273,458
2549.jpg,520,520,left_foot,50,13,239,437,right_foot,242,11,428,448
2550.jpg,520,520,left_foot,0,0,0,0,right_foot,102,11,381,501
2551.jpg,520,520,left_foot,166,11,402,501,right_foot,0,0,0,0
2558.jpg,520,520,left_foot,190,139,358,501,right_foot,0,0,0,0
2552.jpg,520,520,left_foot,111,54,461,361,right_foot,0,0,0,0
2554.jpg,520,520,left_foot,343,123,480,435,right_foot,0,0,0,0
2555.jpg,520,520,left_foot,0,0,0,0,right_foot,122,77,400,347
2556.jpg,520,520,left_foot,117,155,341,501,right_foot,0,0,0,0
2557.jpg,520,520,left_foot,119,11,273,398,right_foot,258,14,421,400
3064.jpg,520,520,left_foot,269,41,444,501,right_foot,0,0,0,0
3073.jpg,520,520,left_foot,36,23,219,372,right_foot,335,22,489,409
2676.jpg,520,520,left_foot,98,47,343,473,right_foot,0,0,0,0
2677.jpg,520,520,left_foot,18,11,202,410,right_foot,279,14,463,410
2514.jpg,520,520,left_foot,28,11,328,501,right_foot,0,0,0,0
2516.jpg,520,520,left_foot,0,0,0,0,right_foot,156,20,341,461
3236.jpg,520,520,left_foot,0,0,0,0,right_foot,101,13,365,471
2678.jpg,520,520,left_foot,187,40,336,479,right_foot,0,0,0,0
2679.jpg,520,520,left_foot,66,111,239,406,right_foot,242,116,412,404
2680.jpg,520,520,left_foot,137,45,268,443,right_foot,264,35,411,446
2681.jpg,520,520,left_foot,0,0,0,0,right_foot,127,65,329,415
2518.jpg,520,520,left_foot,0,0,0,0,right_foot,168,77,343,473
2519.jpg,520,520,left_foot,189,12,379,418,right_foot,0,0,0,0
2683.jpg,520,520,left_foot,84,45,244,448,right_foot,243,43,419,478
2684.jpg,520,520,left_foot,66,11,225,404,right_foot,247,12,411,401
2670.jpg,520,520,left_foot,136,24,257,284,right_foot,255,42,404,305
2686.jpg,520,520,left_foot,72,96,239,394,right_foot,285,101,461,436
3065.jpg,520,520,left_foot,0,0,0,0,right_foot,159,26,344,485
2688.jpg,520,520,left_foot,43,130,228,501,right_foot,284,148,491,501
2689.jpg,520,520,left_foot,0,0,0,0,right_foot,117,11,302,346
2687.jpg,520,520,left_foot,0,0,0,0,right_foot,129,14,309,422
2690.jpg,520,520,left_foot,245,11,442,461,right_foot,0,0,0,0
2691.jpg,520,520,left_foot,255,61,469,324,right_foot,0,0,0,0
2914.jpg,520,520,left_foot,43,162,121,386,right_foot,360,257,469,476
2915.jpg,520,520,left_foot,14,75,155,413,right_foot,338,83,497,449
3066.jpg,520,520,left_foot,96,81,254,451,right_foot,245,32,379,397
2916.jpg,520,520,left_foot,93,109,250,501,right_foot,247,103,410,501
2692.jpg,520,520,left_foot,64,16,242,473,right_foot,276,16,448,501
2693.jpg,520,520,left_foot,0,0,0,0,right_foot,170,11,478,501
2694.jpg,520,520,left_foot,355,152,490,489,right_foot,0,0,0,0
3067.jpg,520,520,left_foot,115,11,256,439,right_foot,258,45,395,466
5744.jpg,520,520,left_foot,151,120,308,447,right_foot,0,0,0,0
2696.jpg,520,520,left_foot,26,11,254,501,right_foot,240,11,475,501
2697.jpg,520,520,left_foot,12,62,195,501,right_foot,321,54,501,501
2699.jpg,520,520,left_foot,0,0,0,0,right_foot,72,11,351,410
2645.jpg,520,520,left_foot,0,0,0,0,right_foot,105,117,240,472
2700.jpg,520,520,left_foot,115,87,253,407,right_foot,271,103,410,477
2917.jpg,520,520,left_foot,75,46,220,427,right_foot,260,44,414,437
3068.jpg,520,520,left_foot,60,11,253,501,right_foot,256,19,466,501
2701.jpg,520,520,left_foot,0,0,0,0,right_foot,47,11,252,470
2702.jpg,520,520,left_foot,139,138,253,478,right_foot,281,172,403,501
2646.jpg,520,520,left_foot,11,73,263,501,right_foot,299,65,501,501
2918.jpg,520,520,left_foot,0,0,0,0,right_foot,34,11,224,501
3069.jpg,520,520,left_foot,11,41,280,387,right_foot,283,22,501,359
3070.jpg,520,520,left_foot,136,84,288,395,right_foot,0,0,0,0
2703.jpg,520,520,left_foot,0,0,0,0,right_foot,85,24,229,373
2704.jpg,520,520,left_foot,0,0,0,0,right_foot,76,11,450,501
2705.jpg,520,520,left_foot,0,0,0,0,right_foot,80,119,173,365
2647.jpg,520,520,left_foot,214,18,398,338,right_foot,0,0,0,0
2706.jpg,520,520,left_foot,0,0,0,0,right_foot,11,14,265,463
2707.jpg,520,520,left_foot,68,11,236,427,right_foot,258,11,418,392
3071.jpg,520,520,left_foot,0,0,0,0,right_foot,70,11,274,501
2708.jpg,520,520,left_foot,40,11,213,427,right_foot,287,31,454,461
2709.jpg,520,520,left_foot,316,11,492,410,right_foot,0,0,0,0
2974.jpg,520,520,left_foot,0,0,0,0,right_foot,198,23,364,453
2975.jpg,520,520,left_foot,92,244,225,501,right_foot,304,250,454,501
2976.jpg,520,520,left_foot,120,38,331,501,right_foot,0,0,0,0
2977.jpg,520,520,left_foot,54,54,202,456,right_foot,298,52,451,453
3072.jpg,520,520,left_foot,125,49,264,323,right_foot,268,48,395,357
2951.jpg,520,520,left_foot,141,11,377,500,right_foot,0,0,0,0
2952.jpg,520,520,left_foot,0,0,0,0,right_foot,73,91,302,479
2953.jpg,520,520,left_foot,0,0,0,0,right_foot,37,11,234,500
